,Object Number,Is Highlight,Is Public Domain,Is Timeline Work,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
256083,WW.184,False,False,False,389276,Drawings and Prints,,Print,Merry Christmas! (Frohe Weihnachten!),,,,,,Publisher|Artist,Published by,Wiener Werkstätte|Josef Diveky,"Hungarian, 1887–1951",,"Wiener Werkstätte|Diveky, Josef",Hungarian,1887      ,1951      ,|,http://vocab.getty.edu/page/ulan/500268774|http://vocab.getty.edu/page/ulan/500135229,https://www.wikidata.org/wiki/Q241338|,1908,1908,1908,Color lithograph,sheet: 5 1/2 x 3 9/16 in. (14 x 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/389276,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525
321023,X.421.11,False,False,True,478785,The Cloisters,,Stone,Stone Fragment,French,,,,,,,,,,,,,,,,,ca. 1130–40,1100,1150,Stone,,Museum Accession,Made in,,,Roussillon,France,,,,,,,Sculpture-Architectural,,http://www.metmuseum.org/art/collection/search/478785,,,"Metropolitan Museum of Art, New York, NY",,
8144,Inst.67.17.9,False,False,False,8783,The American Wing,,Tray,Tray,American,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Tin,19 3/4 x 25 1/4 in. (50.2 x 64.1 cm),"Gift of John C. Cattus, 1967",Possibly made in|Possibly made in,,,,United States|Wales,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/8783,,,"Metropolitan Museum of Art, New York, NY",,
61402,x.406.17,False,False,False,70861,Asian Art,,Case for Sword Guard,,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,18th century,1700,1799,Silk,4 x 3 3/4 in. (10.16 x 9.53 cm),Museum Accession,,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/70861,,,"Metropolitan Museum of Art, New York, NY",,
473424,17.3.756-1247,False,False,False,841620,Drawings and Prints,,Print,Portrait of David Garrick,,,,,,Engraver|Artist|Sitter,After,James McArdell|Arthur Pond|David Garrick,"Irish, Dublin 1729–1765 London|British, London 1701–1758 London|British, Hereford 1717–1779 London",,"McArdell, James|Pond, Arthur|Garrick, David",,1729      |1701      |1717      ,1765      |1758      |1779      ,||,http://vocab.getty.edu/page/ulan/500031163|http://vocab.getty.edu/page/ulan/500003440|,||,1748(?),1748,1748,"Mezzotint, second state",Sheet: 13 3/4 × 9 11/16 in. (35 × 24.6 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/841620,,,"Metropolitan Museum of Art, New York, NY",,
472451,53.600.4568,False,False,False,839565,Drawings and Prints,,Print,Illustration from the New Testament,,,,,,Artist|Artist,,Balthazar Moncornet|Nicolas Cochin,"French, Rouen 1600–1668 Paris|French, Troyes 1610–1686 Paris",,"Moncornet, Balthazar|Cochin, Nicolas",,1600      |1610      ,1668      |1686      ,|,http://vocab.getty.edu/page/ulan/500005345|http://vocab.getty.edu/page/ulan/500015904,|https://www.wikidata.org/wiki/Q7029580,17th century,1600,1699,Engraving,Sheet: 3 3/8 × 5 5/16 in. (8.5 × 13.5 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/839565,,,"Metropolitan Museum of Art, New York, NY",,
317396,X.209.17,False,False,True,469776,Medieval Art,,Belt plate,Belt Plate Fragment,Frankish,,,,,,,,,,,,,,,,,4th–7th century,300,699,"Iron, silver inlay",Overall: 3 3/4 x 2 1/4 x 1/4 in. (9.5 x 5.7 x 0.7 cm),Museum Accession,,,,,,,,,,,,Metalwork-Iron,,http://www.metmuseum.org/art/collection/search/469776,,,"Metropolitan Museum of Art, New York, NY",,
379068,WW.108,False,False,False,647685,Drawings and Prints,,Print,Humorous Subject,,,,,,Artist|Publisher,,Rudolf Kalvach|Wiener Werkstätte,"Austrian, Vienna 1883–1932 Kosmanos",,"Kalvach, Rudolf|Wiener Werkstätte",Austrian,1883      ,1932      ,|,http://vocab.getty.edu/page/ulan/500102347|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1907,1907,1907,Color Lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/647685,,,"Metropolitan Museum of Art, New York, NY",Satire,http://vocab.getty.edu/page/aat/300055934
176650,X.725,False,False,False,284060,Photographs,,Photograph,[John Abram Willink],,,,,,Artist,,Unknown,American,,Unknown,,,,,,,1850s,1850,1859,daguerreotype with applied color,9 x 7 cm (3 9/16 x 2 3/4 in. ) visible,Museum Accession,,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/284060,,,"Metropolitan Museum of Art, New York, NY",,
61389,x.406.13a,False,False,False,70848,Asian Art,,Case for Sword Guard,,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,17th–18th century,1600,1799,Silk,3 1/4 x 3 1/4 in. (8.26 x 8.26 cm),Museum Accession,,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/70848,,,"Metropolitan Museum of Art, New York, NY",,
473107,24.63.109,False,False,False,840917,Drawings and Prints,,Print,Portrait of Enoch Seeman Junior,,,,,,Sitter|Artist|Publisher,,"Enoch Seeman the Younger|John Faber, the Younger|John Faber, the Younger","German, Danzig ca. 1690–1744 London|British, ca. 1695–1756|British, ca. 1695–1756",,"Seeman, Enoch, the Younger|Faber, John the Younger|Faber, John the Younger",,1685      |1695      |1695      ,1744      |1756      |1756      ,||,http://vocab.getty.edu/page/ulan/500001169|http://vocab.getty.edu/page/ulan/500021840|http://vocab.getty.edu/page/ulan/500021840,https://www.wikidata.org/wiki/Q1343521||,1727,1727,1727,Mezzotint; second state,Sheet: 14 in. × 9 7/16 in. (35.5 × 24 cm),"Gift of Georgiana W. Sargent, in memory of John Osborne Sarget, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/840917,,,"Metropolitan Museum of Art, New York, NY",,
297498,x.436.4,False,False,True,442937,Islamic Art,,Fragment of a non-illustrated single work,Papyrus Fragment,,,,,,,,,,,,,,,,,,8th–10th century,700,999,Ink on papyrus,6 x 4 in. (15.2 x 10.2 cm),Museum Accession,Attributed to,,,,Egypt,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/442937,,,"Metropolitan Museum of Art, New York, NY",Arabic|Documents,http://vocab.getty.edu/page/aat/300387843|http://vocab.getty.edu/page/aat/300026030
227631,X.685.1,False,False,False,359621,Drawings and Prints,,Book,"Annales du Musee et de l'Ecole Moderne des Beaux-Arts,  recueil de gravures au trait, d'après les principaux ouvrages de peinture, sculpture ou projets d'architecture, qui, chaque année, ont remporté le prix, soit aux écoles spéciales, soit aux concours nationaux ; les productions des artistes en tous genres, qui, aux différentes expositions, ont été citées avec éloges ; les morceaux les plus estimés de la galerie de peinture ; la suite complète de celle des antiques ; édifices publics, etc., vol. 1",,,,,,Publisher|Publisher,,"Didot, le Jeune|C. Landon",,,"Didot le Jeune|Landon, C.",French|French,,,|,|,|,1801,1801,1801,,,Museum Accession,,,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/359621,,,"Metropolitan Museum of Art, New York, NY",,
118254,X.21.148,False,False,False,208760,European Sculpture and Decorative Arts,,Base,Base,European,,,,,,,,,,,,,,,,,18th–19th century,1700,1899,Lead,Overall: 4 1/4 × 4 1/4 × 3 3/4 in. (10.8 × 10.8 × 9.5 cm),Museum Accession,,,,,,,,,,,,Metalwork-Base Metal,,http://www.metmuseum.org/art/collection/search/208760,,,"Metropolitan Museum of Art, New York, NY",,
411949,Ref.120,False,False,False,708288,Drawings and Prints,,Print,"Plate 13: the Last Judgement after the frescoes by the Orcagna brothers in the Campo Santo, Pisa, from the 'Pitture a fresco del Campo Santo di Pisa' (published 1812)",,,,,,Artist|Artist|Publisher,After,Carlo Lasinio|Andrea di Cione (Orcagna)|Molini Publishing House,"Italian, Treviso 1759–1838 Pisa|Italian, Florence 1315/20–1368 Florence|Florence",", and brothers","Lasinio, Carlo|Cione, Andrea di (Orcagna)|Molini",,1759      |1315      ,1838      |1368      ,||,http://vocab.getty.edu/page/ulan/500032503|http://vocab.getty.edu/page/ulan/500119427|,|https://www.wikidata.org/wiki/Q366499|,ca. 1808–12,1803,1813,Etching,Plate: 20 1/2 × 32 5/16 in. (52 × 82 cm),,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/708288,,,"Metropolitan Museum of Art, New York, NY",,
176690,X.758,False,False,False,284107,Photographs,,Photograph,[Man with Violin],,,,,,Artist,,Unknown,American,,Unknown,,,,,,,1850s–60s,1850,1869,tintype,3 x 2.4 cm (1 3/16 x 15/16 in. ) visible,Museum Accession,,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/284107,,,"Metropolitan Museum of Art, New York, NY",,
472410,36.82(12),False,False,False,839478,Drawings and Prints,,Print,Landscape,,,,,,Artist,,Nicolas Cochin,"French, Troyes 1610–1686 Paris",,"Cochin, Nicolas",,1610      ,1686      ,,http://vocab.getty.edu/page/ulan/500015904,https://www.wikidata.org/wiki/Q7029580,17th century,1600,1699,Engraving,Sheet: 4 3/4 × 6 5/16 in. (12 × 16 cm),"Gift of Archer M. Huntington, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/839478,,,"Metropolitan Museum of Art, New York, NY",,
255946,WW.7,False,False,False,389139,Drawings and Prints,,Print,Vienna: St. Stephen's Church,,,,,,Publisher|Artist,Published by|?,Wiener Werkstätte|Josef Diveky,"Hungarian, 1887–1951",,"Wiener Werkstätte|Diveky, Josef",Hungarian,1887      ,1951      ,|,http://vocab.getty.edu/page/ulan/500268774|http://vocab.getty.edu/page/ulan/500135229,https://www.wikidata.org/wiki/Q241338|,1910,1910,1910,Color lithograph,sheet: 5 9/16 x 3 1/2 in. (14.1 x 8.9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/389139,,,"Metropolitan Museum of Art, New York, NY",Streets|Churches|Human Figures,http://vocab.getty.edu/page/aat/300008247|http://vocab.getty.edu/page/aat/300007466|http://vocab.getty.edu/page/aat/300404114
469189,Ref.Jacquemart.1,False,False,False,828688,Drawings and Prints,,Print,"Malle Babbe, after Frans Hals",,,,,Etchings of Pictures in the Metropolitan Museum New York,Publisher|Artist|Artist,After,P. & D. Colnaghi & Co.|Frans Hals|Jules-Ferdinand Jacquemart,"Dutch, Antwerp 1582/83–1666 Haarlem|French, Paris 1837–1880 Paris",,"Colnaghi & Co., P. & D.|Hals, Frans|Jacquemart, Jules-Ferdinand",,1760      |1582      |1837      ,9999      |1666      |1880      ,||,http://vocab.getty.edu/page/ulan/500215994|http://vocab.getty.edu/page/ulan/500027794|http://vocab.getty.edu/page/ulan/500006882,|https://www.wikidata.org/wiki/Q167654|,1871,1871,1871,"Etching, third state of four (Gonse)","Sheet: 17 15/16 × 13 3/8 in. (45.5 × 34 cm)
Plate: 7 7/8 × 5 7/8 in. (20 × 15 cm)",,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/828688,,,"Metropolitan Museum of Art, New York, NY",,
472691,63.623.5(2),False,False,False,839954,Drawings and Prints,,Print,Saint Louis aborde en Afrique from Abregé Chronologique de l'Histoire de France by Hénault,,,,,,Artist,,Charles Nicolas Cochin II,"French, Paris 1715–1790 Paris",,"Cochin, Charles Nicolas, II",,1715      ,1790      ,,http://vocab.getty.edu/page/ulan/500021138,,1749,1749,1749,Engraving,Sheet (2): 7 1/16 × 5 7/8 in. (18 × 15 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/839954,,,"Metropolitan Museum of Art, New York, NY",,
155160,X.21.19,False,False,True,256602,Greek and Roman Art,,Neck-amphora with twisted handles,Terracotta neck-amphora with twisted handles (jar),"Greek, South Italian, Campanian",Late Classical,,,,,Attributed to the,Pilos Head Group,,,Pilos Head Group,,,,,http://vocab.getty.edu/page/ulan/500108338,,ca. 350–325 B.C.,-350,-325,Terracotta,H. 10 7/16 in. (26.5 cm),Museum Accession,,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/256602,,,"Metropolitan Museum of Art, New York, NY",Heads|Male Nudes|Women,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943
354997,X.632.12,False,False,True,560592,Egyptian Art,,Vase fragment,Vase fragment,,Middle Kingdom,Dynasty 12–13,,,,,,,,,,,,,,,ca. 1981–1640 B.C.,-1981,-1640,Faience,h. 3.2 cm (1 1/4 in); w. 3.8 cm (1 1/2 in),Museum Accession,From,,,,Egypt,Memphite Region,Lisht North,,,MMA excavations,,,,http://www.metmuseum.org/art/collection/search/560592,,,"Metropolitan Museum of Art, New York, NY",,
465726,233.4 El2 Q 1916:1-6,True,False,True,821928,The Libraries,,,Les élégances Parisiennes : publication officielle des Industries francaises de la mode,,,,,,Publisher,,Hachette,,,Hachette,,,,,,,1916,1916,1916,,"volumes : illustrations, plates (some color) ; Height: 16 9/16 in. (42 cm)",,,Paris,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/821928,,,"Metropolitan Museum of Art, New York, NY",,
381517,WW.832,False,False,False,650927,Drawings and Prints,,Print,Carnival Characters,,,,,,Artist|Publisher,,Maria Likarz|Wiener Werkstätte,"Austrian, 1893–1971",,"Likarz, Maria|Wiener Werkstätte",Austrian,1893      ,1971      ,Female|,|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1912,1912,1912,Color lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/650927,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943
381134,WW.753,False,False,False,650393,Drawings and Prints,,Print,Girl with Bouquet of Flowers,,,,,,Artist|Publisher,,Unknown|Wiener Werkstätte,,,Unknown|Wiener Werkstätte,,,,|,|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1912,1912,1912,Color lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/650393,,,"Metropolitan Museum of Art, New York, NY",Girls,http://vocab.getty.edu/page/aat/300247581
118248,X.14.24,False,False,True,208754,European Sculpture and Decorative Arts,,Medal,"Fourth Form of the Afghanistan Medal, 1842",British,,,,,Artist,Medalist:,William Wyon,"British, Birmingham 1795–1851 Brighton",,"Wyon, William",British,1795      ,1851      ,,http://vocab.getty.edu/page/ulan/500117324,,1842,1842,1842,Bronze,Diameter: 1 7/16 in. (37 mm),Museum Accession,,,,,,,,,,,,Medals and Plaquettes,,http://www.metmuseum.org/art/collection/search/208754,,,"Metropolitan Museum of Art, New York, NY",Queens|Profiles,http://vocab.getty.edu/page/aat/300025483|http://vocab.getty.edu/page/aat/300123319
307825,X.103.2,False,False,True,453415,Islamic Art,,Cover,Cover,,,,,,,,,,,,,,,,,,mid-19th century,1825,1875,Wool,144 in. high 59.75 in. wide (365.8 cm high 151.8 cm wide),Museum Accession,Attributed to,,,,India,Kashmir,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/453415,,,"Metropolitan Museum of Art, New York, NY",,
12665,Inst.63.7.16a–c,False,False,True,13844,The American Wing,,Woven piece,Piece,"Spanish, possibly",,,,,Maker,,Charles E. Barber,1840–1917,,"Barber, Charles E.",,1840      ,1917      ,,,,1700–1800,1700,1800,"Linen and cotton, woven",115 3/4 x 23 1/4 in. (294 x 59.1 cm),"Gift of Harcourt Amory, 1963",Probably made in,,,,Spain,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/13844,,,"Metropolitan Museum of Art, New York, NY",,
418651,2020.64.80,False,False,False,718090,The American Wing,,Plaque,Plaque,,,,,,Maker,,Glen Lukens,"American, Cowgill, Missouri 1887–1967 Los Angeles, California",,"Lukens, Glen",,1887      ,1967      ,,,,,0,0,stoneware,"Dia. 13 1/4 in., H. 8 3/8 in.","Gift of Martin Eidelberg, 2020",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/718090,,,"Metropolitan Museum of Art, New York, NY",,
286298,WW.727,False,False,False,423687,Drawings and Prints,,Print,The Sport [Cigarette] (Die Sport),,,,,,Artist|Publisher,Attributed to,Moriz Jung|Wiener Werkstätte,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,"Jung, Moriz|Wiener Werkstätte",Austrian,1885      ,1915      ,|,http://vocab.getty.edu/page/ulan/500123693|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1912,1912,1912,Color lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/423687,,,"Metropolitan Museum of Art, New York, NY",,
396137,SB472.32.E54 W48 1771,True,False,True,680835,The Libraries,,,"L'art de former les jardins modernes, ou, L'art des jardins anglois : traduit de l'anglois : à quoi le traducteur a ajouté un discours préliminaire sur l'origine de l'art, des notes sur le texte, & une description détaillée des jardins de Stowe, accompagnée du plan",,,,,,Translator|Author|Publisher,Chez,François de Paule Latapie|Thomas Whately|Charles Antoine Jombert,"French, 1739–1823|British, died 1772|French, 1712–1784",,"Latapie, François de Paule|Whately, Thomas|Jombert, Charles Antoine",French|British|French,1739      |1672      |1712      ,1823      |1772      |1784      ,||,||http://vocab.getty.edu/page/ulan/500104256,||,1771,1771,1771,,"lxiv, 406 p., 1 folded leaf of plates, plan, Height: 8 11/16 in. (22 cm)","Gift of Jayne Wrightsman, 2009",,Paris,,,France,,,,,,,|,,http://www.metmuseum.org/art/collection/search/680835,https://www.wikidata.org/wiki/Q29388310,,"Metropolitan Museum of Art, New York, NY",,
363672,INST.1979.2.17,False,False,True,571711,Egyptian Art,,"Facsimile, Perneb, priests, offerings","Priests and Offerings, Mastaba of Perneb",,Old Kingdom,"Dynasty 5, end",reign of Isesi–Unis,,Artist,,Unknown Copyist,,[member of the MMA Egyptian Expedition],Unknown Copyist,,,,,,,ca. 2381–2323 B.C.,-2381,-2323,Tempera on paper,"framed: h. 131 cm (51 9/16 in); w. 127 cm (50 in)
scale unrecorded","Gift of Edward S. Harkness, 1913",From,,,,Egypt,Memphite Region,Saqqara,,,,,,,http://www.metmuseum.org/art/collection/search/571711,,,"Metropolitan Museum of Art, New York, NY",Men|Hieroglyphs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300028721
434051,Ref.Ornament.22,False,False,False,744221,Drawings and Prints,,Print Ornament & Architecture,Die Perle: Neue Ausgabe. Weltorgan für Juwelen: Gold und Silverarbeiter,,,,,,Publisher,Published by,Martin Gerlach,,,"Gerlach, Martin",,,,,,,1879,1879,1879,Photo-Lithograph,14 7/8 × 11 5/8 × 7/8 in. (37.8 × 29.5 × 2.3 cm),,,Leipzig,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/744221,,,"Metropolitan Museum of Art, New York, NY",,
418684,2020.64.156,False,False,False,718138,The American Wing,,Vase,Vase,,,,,,Manufacturer|Maker,,Threshold Pottery|Adelaide Alsop Robineau,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York",,"Threshold Pottery|Robineau, Adelaide Alsop",,1865      ,1929      ,|Female,|http://vocab.getty.edu/page/ulan/500028149,|,1928,1928,1928,Stoneware,H. 7 in. ,"Gift of Martin Eidelberg, 2020",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/718138,,,"Metropolitan Museum of Art, New York, NY",,
256335,WW.659,False,False,True,389528,Drawings and Prints,,Print,Schönbrunn on Sunday (Schönbrunn: am Sonntag),,,,,,Publisher|Artist,Published by|Attributed to,Wiener Werkstätte|Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,"Wiener Werkstätte|Jung, Moriz",Austrian,1885      ,1915      ,|,http://vocab.getty.edu/page/ulan/500268774|http://vocab.getty.edu/page/ulan/500123693,https://www.wikidata.org/wiki/Q241338|,1912,1912,1912,Color lithograph,sheet: 5 1/2 x 3 9/16 in. (14 x 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/389528,,,"Metropolitan Museum of Art, New York, NY",Children|Men|Women,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943
256061,WW.161,False,False,False,389254,Drawings and Prints,,Print,Happy Easter (Frohe Ostern),,,,,,Publisher|Artist,Published by,Wiener Werkstätte|Josef Diveky,"Hungarian, 1887–1951",,"Wiener Werkstätte|Diveky, Josef",Hungarian,1887      ,1951      ,|,http://vocab.getty.edu/page/ulan/500268774|http://vocab.getty.edu/page/ulan/500135229,https://www.wikidata.org/wiki/Q241338|,1908,1908,1908,Color lithograph,sheet: 5 1/2 x 3 9/16 in. (14 x 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/389254,,,"Metropolitan Museum of Art, New York, NY",Easter|Angels|Infants|Lutes,http://vocab.getty.edu/page/aat/300069057|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300042101
474017,46.52.2(3.4),False,False,False,843245,Drawings and Prints,,"Book, Ornament & Architecture",Jardins Anglo-Chinois,,,,,,Architect|Designer|Designer|Engraver|Designer|Artist|Publisher|Author,After|After|After|After|After|After,Louis Adam Loriot|Francois Barbier|Louis de Carmontelle|Jean Pelletier|Jean Charles Garnier d'Isle|Sir William Chambers|Georges Louis Le Rouge|Georges Louis Le Rouge,"French, 1700–1767|French, active 18th century|French, Paris 1717–1806 Paris|French, born Paris ca. 1736|French, active 18th century|French, active 18th century",,"Loriot, Louis Adam|Barbier, Francois|Carmontelle, Louis de|Pelletier, J. C.|Garnier d'Isle Jean Charles|Chambers William Sir|Le Rouge Georges Louis|Le Rouge Georges Louis",,1700      |1720      |1717      |1736      |1697      |1723      |1700      |1700      ,1767      |1790      |1806      |1736      |1755      |1796      |1800      |1800      ,|||||||,||http://vocab.getty.edu/page/ulan/500008149|http://vocab.getty.edu/page/ulan/500191490||||,|||||||,1781,1781,1781,Engraving,1 3/16 × 11 7/16 × 17 1/8 in. (3 × 29 × 43.5 cm),"Gift of Mrs. Alexander McMillan Welch, 1946",,,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/843245,,,"Metropolitan Museum of Art, New York, NY",,
379873,WW.369,False,False,False,648603,Drawings and Prints,,Print,Hat Fashion,,,,,,Artist|Publisher,,Mela Koehler|Wiener Werkstätte,"Austrian, Vienna 1885–1960 Stockholm",,"Koehler, Mela|Wiener Werkstätte",Austrian,1885      ,1960      ,Female|,http://vocab.getty.edu/page/ulan/500109558|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1911,1911,1911,Color lithograph,Sheet: 6 in. × 5 13/16 in. (15.3 × 14.8 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/648603,,,"Metropolitan Museum of Art, New York, NY",Hats|Fashion,http://vocab.getty.edu/page/aat/300046106|http://vocab.getty.edu/page/aat/300055811
380635,WW.448,False,False,False,649732,Drawings and Prints,,Print,Charlottenburg: Mausoleum,,,,,,Artist|Publisher,,Franz Kuhn|Wiener Werkstätte,"Austrian, Mistelbach 1889–1952 Vienna",,"Kuhn, Franz|Wiener Werkstätte",Austrian,1889      ,1952      ,|,|http://vocab.getty.edu/page/ulan/500268774,|https://www.wikidata.org/wiki/Q241338,1911,1911,1911,Color lithograph,,"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/649732,,,"Metropolitan Museum of Art, New York, NY",Architecture,http://vocab.getty.edu/page/aat/300263552
155315,X.280,False,False,True,256787,Greek and Roman Art,,Filler,Terracotta conical rhyton (ritual vessel),Minoan,Late Minoan IA,,,,,,,,,,,,,,,,ca. 1600–1525 B.C.,-1600,-1525,Terracotta,Height (reconstructed): 13 1/16 in. (33.2 cm),Museum Accession,,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/256787,,,"Metropolitan Museum of Art, New York, NY",Ritual Objects,http://vocab.getty.edu/page/aat/300312158
297502,X.711,False,False,False,442941,Islamic Art,,Textile,Textile,,,,,,,,,,,,,,,,,,,0,0,,,Museum Accession,,,,,,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/442941,,,"Metropolitan Museum of Art, New York, NY",,
474068,24.90.696,False,False,False,843363,Drawings and Prints,,Print,"Portrait of General Horation Gates, after Stuart",,,,,,Artist|Sitter|Artist,After,Gilbert Stuart|Horatio Gates|S. Arlent Edwards,"American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts|American (born England), Maldon, Essex 1727–1806|American (born England), Somerset 1862–1938 Westport, Connecticut",,"Stuart, Gilbert|Gates, Horatio|Edwards, S. Arlent",,1755      |1727      |1862      ,1828      |1806      |1938      ,||,http://vocab.getty.edu/page/ulan/500010392||,https://www.wikidata.org/wiki/Q41402||,1899,1899,1899,Mezzotint,Sheet: 18 7/8 × 13 3/8 in. (48 × 34 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/843363,,,"Metropolitan Museum of Art, New York, NY",,
378960,WW.47,False,False,False,647574,Drawings and Prints,,Print,"Vienna: Old Courtyard, Neustiftgasse (Wien: Alter Hof, Neustiftgasse)",,,,,,Artist|Publisher,,Emil Hoppe|Wiener Werkstätte,"Austrian, Vienna 1876–1957 Salzburg",,"Hoppe, Emil|Wiener Werkstätte",Austrian,1876      ,1957      ,|,http://vocab.getty.edu/page/ulan/500232997|http://vocab.getty.edu/page/ulan/500268774,https://www.wikidata.org/wiki/Q1336246|https://www.wikidata.org/wiki/Q241338,1907,1907,1907,Color Lithograph,Sheet: 5 1/2 × 3 9/16 in. (14 × 9 cm),"Museum Accession, transferred from the Library",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/647574,,,"Metropolitan Museum of Art, New York, NY",Buildings|Courtyards,http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300004095
