class,class_name,title,description
2,Sports,"Giants 8, Brewers 1","Barry Bonds barely missed his 700th homer, but JT Snow connected following yet another walk to the San Francisco slugger and the Giants beat the Milwaukee Brewers 8-1 behind Brett Tomko #39;s four-hitter Wednesday night."
4,Sci/Tech,FCC Chief Pushes TV Via High-Speed Internet Lines,US Federal Communications Commission Chairman Michael Powell on Wednesday said technology and telecommunications companies are racing to develop ways to pipe television 
2,Sports,NL Wrap: Sosa Belts Two Homers as Cubs Pound Pirates,"Sammy Sosa belted a pair of home runs, including his first grand slam in more than two years, as the Chicago Cubs pounded the Pittsburgh Pirates 13-5 in National League at Wrigley Field on Wednesday."
2,Sports,Red Sox Stay Hot,Kevin Millar and Mark Bellhorn hit two-run homers Wednesday to lift the Red Sox to a 8-6 victory over the Devil Rays.
2,Sports,McKenzie back in Green Bay,"GREEN BAY, Wis. - Cornerback Mike McKenzie returned to the Green Bay Packers yesterday after holding out throughout training camp and missing the season opener."
2,Sports,Rangers Clobber Athletics 10-3 (AP),"AP - Mark Mulder has lost his edge, and the Oakland Athletics are in ever-greater danger of losing their spot atop the AL West. Mark Teixeira hit a three-run homer off Mulder, and the Texas Rangers kept creeping back into the playoff chase with a 10-3 victory over the A's on Wednesday night."
1,World,Caymans slowly recovering from Ivan,A representative of the Cayman Islands has said that the island nation is getting back on its feet after the weekend onslaught of Hurricane Ivan.
3,Business,Opec to cool crude boil with additional gallons,": Opec on Wednesday lifted oil supply quotas by one million barrels a day, 4 per cent, in a renewed bid to force down stubbornly high world crude prices."
2,Sports,AL notables,"The Yankees posted back-to-back shutouts for the first time since Aug. 27-28, 2002, at Boston."
1,World,US faults Saudis on religious liberty,"WASHINGTON -- The United States for the first time named Saudi Arabia yesterday as a country that severely violates religious freedom, potentially subjecting the close US ally to sanctions."
2,Sports,Ten times two equals one NASCAR champ,The Chase for the Nextel Cup will begin in earnest Sunday with the Sylvania 300 at New Hampshire International Speedway. It will be the first event of NASCAR #39;s 
4,Sci/Tech,In-flight mobile calls approved,"Plane maker Airbus has reported progress in plans to enable passengers to use mobile phones in flight, beginning in 2006. Test equipment aboard an Airbus A320 plane demonstrated that mobile phones can be used without interfering with navigation systems."
2,Sports,New tee will try to hold its own,"Many times in his career as a passionate golfer, Pat Grant had made a tee time. He had never spent any time thinking about a tee, however."
2,Sports,Villeneuve: Our aim was to learn.,"Jacques Villeneuve has explained away his bottom of the times performance at yesterday #39;s Silverstone test as merely the process of his re-acclimatisation to Formula One, and of the Renault team learning to work with him."
2,Sports,TEAM USA: Quizzical Riley is life of the party,"Birmingham #39;s Townsend Hotel expected the United States Ryder Cup players, their wives and maybe a few children this week. But no one thought the players and children could get confused."
1,World,Rocket attack stops presidential visit,Afghan President Hamid Karzai aborted a trip to a provincial capital today after a rocket hit near the landing site for his helicopter.
4,Sci/Tech,The quest for the IT Holy Grail,&lt;strong&gt;Opinion&lt;/strong&gt; What's its secret? Productivity
1,World,Karzai aborts trip to Afghan city after rocket hits near landing &lt;b&gt;...&lt;/b&gt;,"KABUL, Afghanistan Afghan president Hamid Karzai aborted his trip to a provincial capital today when a rocket hit near his landing site as his helicopter was approaching."
3,Business,Corus posts first interim profits,The steel group Corus today announced pre-tax profits of 163m for the six months to the end of June - its first interim profits since its formation in 1999.
3,Business,"Citigroup, 3 Others Face SEC Bonds Probe (Reuters)","Reuters - Four big banks face a U.S. Securities\and Exchange Commission probe of their auction-rate bond\operations, a securities filing shows."
1,World,U.S. Alarmed Over Suspected Iran Nuke Site,"VIENNA, Austria - A U.S. official expressed alarm Thursday about a possible nuclear-weapons-related test site in Iran and accused the U.N..."
3,Business,Coca-Cola H2 net to miss estimates,"Coca-Cola Co., said its second-half earnings will decline because of sluggish sales in North America and Europe. Its shares are traded at the lowest level since May 2003."
1,World,"Gunmen Kidnap Two Americans, Briton in Baghdad"," BAGHDAD (Reuters) - Gunmen snatched two Americans and a  Briton from a house in an affluent neighborhood of central  Baghdad on Thursday, the latest in a nearly six-month campaign  of abductions of foreigners in Iraq."
4,Sci/Tech,Supercomputers Aid Hurricane Forecasting (AP),"AP - Thousands of miles from the rain and wind of Hurricane Ivan, a model of the storm swirls in the memory and processors of a supercomputer that can predict its likely course and strength."
3,Business,BNP Paribas Peregrine estimates 7 years of economic feast in HK,BNP Paribas Peregrine said Thursday Hong Kong is expected to enjoy seven years of economic feast and the city is now entering the second year.
3,Business,Alitalia near collapse,Near-bankrupt Alitalia held crucial contract negotiations with unions representing flight attendants and ground staff Wednesday in a last-minute attempt to save the state-controlled airline from collapse.
1,World,Indonesia Meeting Urges Greater Religious Tolerance,Religious leaders from around Southeast Asia and Australia are urging greater efforts to promote tolerance and understanding. They met in Indonesia to build inter-religious bridges to reduce the threat posed by extremists.
3,Business,Should Your Next Car Be New or Used?,Used cars have a lot to offer -- if you know what you're doing.
1,World,Gaza Gunmen Kidnap Senior Palestinian Official, GAZA (Reuters) - Palestinian gunmen kidnapped a top  security official in the Gaza Strip on Thursday in a fresh  challenge to President Yasser Arafat's rule amid a wave of  unrest.
2,Sports,Tuskegee-Benedict Football Game Postponed (AP),AP - Tuskegee University officials called off Saturday's football game with Benedict College because of Hurricane Ivan's impact on Alabama.
2,Sports,Dalmiya authorised to take any action,"With a long-drawn legal battle looming over the contentious telecast rights, the Cricket Board today rallied behind its President Jagmohan Dalmiya authorising him to take necessary action in all matters."
4,Sci/Tech,Trend Micro offers mobile security for free,"Trend Micro, a rival anti-virus firm to Symantec, made an announcement stating that it will offer its anti-virus and anti-spam security software for free to users until June, 2005."
1,World,Barrett gets life sentence for Finucane murder,Loyalist killer Ken Barrett has been sentenced to 22 years in jail for the murder of Catholic solicitor Pat Finucane at his north Belfast home in February 1989.
3,Business,Consumer prices inch higher,"The US Labor Department said Thursday inflation at the consumer level remained tame in August. The consumer price index rose 0.1 percent in August, reversing a 0.1 percent decline in July, the Labor Department said."
1,World,Public Service Workers Strike in South Africa,A one-day nationwide strike of civil service workers in South Africa has brought education to a standstill and affected many other state agencies.
4,Sci/Tech,Airbus Denies Backing Microsoft in EU Case (Reuters),"Reuters - Aircraft maker Airbus \insisted on Thursday it had no intention of taking sides in a\Microsoft  anti-trust case, even though it filed a\brief in an EU court on the software giant's side."
4,Sci/Tech,National Semiconductor Unveils  #39;Trusted #39; Chip for PCs,"Chip maker National Semiconductor Inc. is rolling out hardware devices designed to make desktop and laptop PCs more secure. The Santa Clara, Calif."
3,Business,Deal Gets Clean Bill of Health,Will Pacificare's deal with American Medical Security prove to be a lucrative link?
4,Sci/Tech,Net Virus Turf War Resumes After Rival's Arrest (Reuters),Reuters - A new virus outbreak emerged on Thursday\that packs a baffling message: a photograph of accused German\virus author Sven Jaschan that security officials believe to be\a geeky taunt from a rival gang of computer programmers.
3,Business,Havas Mulls Bollore Board Seats," PARIS (Reuters) - Havas said it may give board seats to  investor Vincent Bollore, who has been amassing shares in the  French advertising firm amid growing speculation it might be  sold."
4,Sci/Tech,Column: Game Offers Peek at Presidential Politics," PROVIDENCE, R.I. (Reuters) - Can't wait for the U.S.  presidential election? Think you can run a campaign better than  the handlers for George W. Bush or John F. Kerry?"
1,World,Kerry Accuses Bush of Hiding the Truth About Iraq,Senator Kerry leveled his charges in a speech prepared for delivery later today before the National Guard Association in Las Vegas.
4,Sci/Tech,Mouse for the nose,Canadian inventor Dmitry Gorodnichy has devised the world #39;s first computer to be controlled by the nose and eyelids. The gadget could be a boon for people with disabilities who cannot use the conventional 
3,Business,IBM to make digital image sensors for Kodak,"Camera maker Eastman Kodak and IBM, the world #39;s biggest computer company, said Thursday that the two US companies had agreed to a deal in which IBM will manufacture digital image sensors for Kodak."
3,Business,Milking the World Series of Poker,Owning the World Series of Poker has been a major competitive score for Harrah's.
1,World,Settlers or Sharon,"Sharon is not Charles de Gaulle. He is as far away as ever from the conviction that Israel must recognize the national rights of the Palestinian people and withdraw from territories occupied in 1967, let alone "
1,World,Afghan Leader Survives Assassination Try,"Assailants fired a rocket at an American helicopter taking President Hamid Karzai on a rare foray into Afghanistan #39;s troubled provinces Thursday, but it missed and he escaped injury."
4,Sci/Tech,Jan Baan launches Web services firm,"com September 16, 2004, 2:25 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half."
4,Sci/Tech,Image Flaw Exposes Users to Hacker Risk,"Because Internet Explorer is one of the programs vulnerable to a newly discovered Windows image flaw, it is possible that someone could fall victim to a virus written to exploit it just by visiting a Web site that uses JPEG images."
4,Sci/Tech,Study: IT job market continues to be stagnant,"The IT job market remains tight in the U.S., with more workers than available jobs in many parts of the country, according to the Center for Urban Economic Development at the University of Illinois in Chicago."
4,Sci/Tech,Stelios enters online music fray,The founder of Easyjet has confirmed he is entering the online music market in a partnership with UK-based Wippit. Stelios Haji-Ioannou #39;s move comes as Microsoft and Yahoo revealed challenges to the likes 
1,World,"Persecution, not prosecution","The spring of hope, and the winter of despair. These are the mixed emotions that enunciate the prevailing paradox of our present society."
4,Sci/Tech,Symantec to acquire security consultants Stake,"SAN FRANCISCO - Symantec Corp. has agreed to acquire Stake Inc., a Cambridge, Massachusetts-based provider of IT security consulting services."
4,Sci/Tech,National Semiconductor Offers  #39;Trusted #39; Chip,"National Semiconductor has released its Safekeeper Trusted Input/Output chip, which stores passwords, digital certificates and encryption keys on PCs."
4,Sci/Tech,FBI seizes \$87 million worth of illegal software,"SAN FRANCISCO - A two-year investigation by U.S. law enforcement authorities has resulted in one of the largest seizures of fake software ever in the U.S. and charges against 11 individuals, government officials said Thursday."
2,Sports,Roma to face UEFA wrath,Italian side Roma will discover next week the punishment it faces for the disgraceful scenes in yesterday #39;s Champions League clash against Dynamo Kiev which saw the match abandoned at half-time following an attack on the referee.
3,Business,first profit since merger,"Corus, Britain #39;s biggest steelmaker, yesterday reported its first profits since the merger of British Steel and Dutch rival Hoogovens five years ago."
4,Sci/Tech,A Firefox in IE #39;s Henhouse,"When was the last time you heard about the browser wars? Well, they #39;re back. The reason: For the first time in more than seven years, Microsoft (MSFT ) is losing Web browser market share."
2,Sports,A Puzzling Change for Mickelson,"MORE than any of the rest of the world #39;s best golfers, Phil Mickelson has often tried to do the spectacular because he thinks he will hit a magical shot."
1,World,IAEA Envoys Wrestle With Iran Resolution (AP),AP - U.S. and European diplomats tentatively agreed Thursday to demand a new Iranian freeze on uranium enrichment by fall as they fine-tuned a draft resolution meant to deprive Iran of technology that could be used to make nuclear weapons.
1,World,Taiwan Denies Wrongdoing in Ex-U.S. Diplomat Meetings, TAIPEI (Reuters) - Premier Yu Shyi-kun said on Friday that  Taiwan intelligence officers had held secret dealings with a  former senior U.S. diplomat but denied that the government had  committed any wrongdoing.
2,Sports,"Johnson rides into  #39;playoffs #39; with hype, skill on his side","It might make the racing crowd cringe, but what NASCAR boss Brian France is doing to manufacture excitement at a time of the year when racing usually hits a lull and sports fans "
4,Sci/Tech,Make Our Ports Safer,Homeland Security Secretary Tom Ridge met with a group of Seattle officials recently and told us he #39;s sleeping better at night because our country is better prepared than before to defend against a terrorist attack.
2,Sports,"Yankees, Red Sox tangle with division title on the line","Derek Jeter, who has been through this line of questioning before, shrugged his shoulders, flipped through the file of stock answers in his mind and hit the play button when he reached the Boston Red Sox folder."
2,Sports,"MLB: Houston 8, St. Louis 3",Jeff Kent went two for four with four RBI Thursday night to give Houston an 8-3 victory over St. Louis. Mike Lamb added a home run as Houston remained two games behind San Francisco in the National League wild card race.
1,World,Afghans Arrest Three for Rocket Attack on Karzai," KABUL, Afghanistan (Reuters) - Three men have been arrested  for trying to kill Afghan President Hamid Karzai by firing a  rocket at his helicopter during his first election campaign  trip outside the capital, officials said on Friday."
1,World,China #39;s communist party must adapt to changing times--media,"BEIJING, China -- Chinese state media Friday said it was crucial the ruling communist party adapt to social changes but gave few clues about an apparent power struggle as a secretive party plenum entered a second day."
2,Sports,HUGHES TO PICK SOUNESS BRAIN,Mark Hughes will pick Graeme Souness brains about his new job as boss of Blackburn - but the Welshman insists he will bring his own brand of management to Ewood Park.
3,Business,Goldman Sachs offers to buy stakes in Japan's Takefuji (AFP),"AFP - US investment banking giant Goldman Sachs has offered to buy stakes in Japan's biggest consumer finance firm Takefuji Corp. for more than 300 billion yen (2.8 billion dollars), a report said."
2,Sports,Sinden: Owners in lockstep on lockout,"Harry Sinden didn't want to say,  quot;I told you so, quot; because he didn't see there was anything to be gained from it."
1,World,Annan backs US bidon Sudan resolution,"UNITED NATIONS Annan backs US bid on Sudan resolution Secretary General Kofi Annan yesterday threw his weight behind a US-drafted resolution on Sudan's Darfur region, saying the Security Council should adopt it immediately to stop atrocities.  quot;It is urgent to act now. Civilians are still being attacked and fleeing their villages as we speak, quot; Annan told reporters of the resolution ..."
1,World,Indian inflation falls to 7.81 pct (Reuters),"Reuters - India's annual wholesale price inflation rate fell to 7.81 percent in the year to Sept. 4 due to lower prices of oilseeds and poultry and a higher base effect, data showed on Friday."
2,Sports,Rio says he owes Sir Alex,RIO FERDINAND plans to repay Manchester United manager Sir Alex Ferguson for standing by him when he returns against Liverpool on Monday after an eight-month ban for missing a drugs test.
1,World,U.S. Deserter Leaves Army Base for New Life in Japan, TOKYO (Reuters) - A former U.S. army sergeant who deserted  to North Korea nearly four decades ago left a U.S. military  base near Tokyo on Tuesday for a new life with his family in  his Japanese wife's home town.
4,Sci/Tech,Alcatel Bolsters U.S. Presence (Reuters),Reuters - Alcatel  has expanded its\foothold in the key North American market with the acquisition\of a mobile software provider and a conference technology\business for  #36;277 million.
3,Business,Chip tool orders fall in August,"SAN FRANCISCO (CBS.MW) -- Orders for chip-equipment placed with North American manufacturers declined in August and could decline further in coming months, an industry trade group said late Thursday."
3,Business,Insurers spared direct hit by Ivan,"Insurers breathed a sigh of relief yesterday as Hurricane Ivan skirted New Orleans as well as the heart of the Gulf of Mexico #39;s oil region, saving the companies billions of dollars in claims."
2,Sports,On deck: Padres (79-68) at Giants (82-65),"Tonight #39;s game: In their only outing against Lowry this season, coming after the rookie relieved Schmidt, the Padres amassed nine hits and four runs in three innings."
4,Sci/Tech,Judge Orders Microsoft to Pay \$112 Million,A judge is ordering Microsoft Corp. to pay \$112.5 million to attorneys who successfully sued the software maker for monopolizing a segment of California's market.
4,Sci/Tech,British Music Fans Decry ITunes Pricing (PC World),PC World - Consumer group complains of higher prices in U.K. than elsewhere in Europe.
1,World,Explosions Rock Central Baghdad (AP),"AP - A series of explosions rocked central Baghdad on Friday afternoon during a day of violence in the capital. The cause or exact location of the blasts was not immediately clear. The blasts came only hours after a suicide car bomb detonated near a row of parked police cars, killing at least five people and wounding 20."
4,Sci/Tech,Kids Give Language Its Shape,"Children's brains are hard-wired to learn languages and, in some cases, to improve upon them. That's the conclusion of a new study that followed several generations of deaf Nicaraguan children as they created their own sign language and then continuously tinkered it with each new group of signers."
1,World,U.S. Says Iran Nuke Freeze Offer a Ploy, VIENNA (Reuters) - Iran said on Friday it might extend its  partial freeze of uranium enrichment in order to ease Western  fears about its nuclear ambitions but a U.S. official dismissed  this as a ploy to fend off tough U.N. action.
3,Business,Dismay and Sadness at Jaguar Decision,"News that the assembly of Jaguar cars in Coventry will stop was greeted with dismay locally today. Residents in the village of Allesley, where the Browns Lane factory is based, expressed "
4,Sci/Tech,IBM registers grid computing wins,"Claiming grid technology continues to expand outside its traditional scientific and research markets, IBM on Friday is announcing that several grid-based commercial projects built on IBM platforms have been launched, including one at the U.S. Environmental Protection Agency."
2,Sports,The political implications of the Jaguar decision,"The Ford Motor Company #39;s decision to quit Formula 1 and sell its F1-related operations is a setback for the whole sport. It paints F1 in a negative light: Formula 1, Richard Parry-Jones said, was too expensive and was too slow to change."
4,Sci/Tech,Microsoft clause puts OpenOffice users on notice,Jaded souls might say that Sun Microsystems sold the open source community down the river in its landmark settlement with Microsoft in April.
3,Business,Qualcomm May Change Royalty Recognition,"Qualcomm Inc. (QCOM.O: Quote, Profile, Research) may change the way it recognizes royalties from its licensees, which would reduce fourth-quarter pre-tax income by \$298 million, the company said on Friday."
4,Sci/Tech, #39;Sims 2 #39; makes emotional debut,"Electronic Arts on Friday began shipping the long-awaited sequel to its hit PC game  quot;The Sims. quot;. The new version,  quot;The Sims 2, quot; builds on the theme of letting people play out simulated life stories of its characters "
3,Business,Court Nixes Ex-Vivendi Chief Bail Request,A Paris appeals court on Friday rejected a request by former Vivendi Universal chief Jean-Marie Messier to lower his bail in a case of suspected financial wrongdoing.
2,Sports,"Sunday, 1 pm EDT","You have to go back to Weeks 8-9 of 2002 to find the last time Tony Dungy #39;s Colts dropped consecutive regular-season games, but Indianapolis will snap that streak if it doesn #39;t rebound from a loss in New England and get in the win column at Tennessee."
2,Sports,Viduka makes mark in Europe,"MARK VIDUKA continued his stellar run with new club Middlesbrough, scoring a double in the club #39;s 3-0 UEFA Cup first-round win against Banik Ostrava of the Czech Republic on Thursday night."
1,World,"Ivan Rattles Gulf Coast, Leaves 33 Dead","PENSACOLA, Fla. - The storm that was Hurricane Ivan extended its deadly march across the South on Friday, destroying homes, swamping streets and leaving hundreds of thousands of people without power from the Gulf Coast to the Carolinas..."
1,World,Kidnapped Briton named,"The family of Kenneth Bigley, the British engineer who was kidnapped by gunmen from his house in Baghdad this week, has issued a desperate plea for his safe return."
1,World,France backs Annan on  #39;illegal #39; Iraq war,"PARIS, Sept 17 (AFP) - France on Friday backed UN Secretary General Kofi Annan #39;s description of the US-led war on Iraq as  quot;illegal quot;, with Foreign Minister Michel Barnier saying that long-held stance was why his country had opposed joining the conflict."
1,World,Suicide Car Bomb in Baghdad; US Pounds Falluja,"A suicide car bomber killed at least eight people in an attack on a police checkpoint in Baghdad on Friday, after a night of US air strikes around the rebel-held city of Falluja that killed scores."
3,Business,Greenback gains broadly ahead of Fed meeting,"CHICAGO (CBS.MW) - The US dollar #39;s biggest gain came against its Canadian counterpart on Friday, as Canadian inflation data raised doubts about the scope of interest-rate hikes there."
3,Business,Progress Software Avoids Crash and Burn,"Progress Software produces results in a tough market, but investors really don't care."
3,Business,UPDATE 2-Alpharma says court clears generic of Pfizer drug,"A federal appeals court has cleared the way for Alpharma Inc. (ALO.N: Quote, Profile, Research) to launch a generic form of Pfizer Inc #39;s (PFE."
2,Sports,Europe Dominates U.S. at Start of Ryder Cup,"For Europe, it was a glorious start to the 35th Ryder Cup. For the United States, it was a nightmare."
3,Business,"Specialty Foods, General Donlee funds sink on suspended or cut &lt;b&gt;...&lt;/b&gt;","TORONTO (CP) - Non-energy income trusts are disappointing investors, with two more cutting or suspending their cash distributions to unitholders this week and causing the value of their units to plummet."
1,World,Bush author says White House applying pressure over book (AFP),AFP - Writer Kitty Kelley has accused the White House of putting pressure on her and the US media over the new biography on the family of President George W. Bush
3,Business,"D.C. Hotels Seek New Talks, File Complaint","As a strike that could cripple the District's hospitality industry looms, employers offered to resume bargaining next week but also alleged to the NLRB that the union has not negotiated in good faith."
4,Sci/Tech,Conference focuses on challenges of fighting cybercrime,"Preserving the digital crime scene poses one of the biggest challenges in the global fight against cybercrime, said participants this week at a major international conference on fighting Internet-based crime."
4,Sci/Tech,Amazon offers discount to A9 search users,"SAN FRANCISCO--Online retailer Amazon.com is offering a 1.57 percent shopping discount to registered users of its new A9 Web search service as a way to increase A9 use and promote sales on Amazon, the company #39;s Web site showed on Friday."
1,World,US takes stock of Hurricane Ivan,US authorities begin relief operations as south-eastern states continue to assess Hurricane Ivan's impact.
4,Sci/Tech,Spreading The Gospel of Firefox,"Three days after the preview release of Firefox 1.0 and more than 720,000 downloads later, the Mozilla Foundation is moving to a new phase in its online campaign to build more market share."
3,Business,"Wall Street gets lift from Ford outlook, shrugs off oil spike","A better-than-expected profit outlook from Ford juiced up trading on Wall Street, with gains capped by a lackluster reading on consumer sentiment and a fresh rise in oil prices."
4,Sci/Tech,EarthLink Debuts P2P App Running On SIP,"EarthLink #39;s R amp;D lab on Thursday released a proof-of-concept application to show how a popular messaging protocol can be used for purposes other than what it was designed, including sharing data."
1,World,Sudan Accuses U.S. Over Darfur Talks Breakdown," ABUJA (Reuters) - Sudan blamed the United States for the  failure of three weeks of peace talks between Khartoum and  Darfur rebels Friday, but African Union mediators said  negotiations would resume in October."
4,Sci/Tech,Catching Spammers May Cost Big Bucks,"Putting a bounty on spammer #39;s heads, as proposed in the CAN-SPAM Act, could be an expensive undertaking, according to a report from the Federal Trade Commission."
1,World,U.K. Family Pleads for Hostage's Release (AP),"AP - The government on Friday identified the British engineer who was kidnapped in Baghdad with two American colleagues, and the victim's family urged his captors to free him."
4,Sci/Tech,Microsoft and labels in talks about copy protection and Longhorn,"Microsoft and a group of recording labels are in discussion about how the next generation of the Windows Operating System, codenamed Longhorn, will support Copy Protected CDs."
2,Sports,Feuding Midfielders,D.C. United's Dema Kovalenko and Dallas's Ronnie O'Brien are still at odds over a scuffle near the start of their game last week.
4,Sci/Tech,Space station goes to Plan B for oxygen,"Crew members on the international space station have ended their 10-day effort to repair a failed Elektron oxygen generator, and in its place they have installed a jury-rigged unit that previously failed."
3,Business,Treasuries Creep Up on Rate Prospects (Reuters),"Reuters - U.S. Treasury prices rose on Monday in\subdued trading, extending Friday's rally as dealers\anticipated slower official rate hikes in 2005 following slack"
1,World,Allies at IAEA Meeting Reject US Stand on Iran,The Bush administration failed on Friday to persuade its closest allies and other members of the International Atomic Energy Agency to increase diplomatic pressure on Iran 
2,Sports,Thomas Boswell,"Phil Mickelson took cash over country. Lefty rolled the dice. It may prove the worst gamble of his risk-taking career. Of course, with about \$80 million of Callaway Golf #39;s money under his pillow, maybe Phil will sleep like a baby."
4,Sci/Tech,Qualcomm to Review Accounting Practices,Qualcomm plans to study whether to change its accounting practices to reflect the growing size and volatility of the mobile communications market.
3,Business,Comair #39;s fate up in air,"For months, analysts speculated that Delta Air Lines might spin off its wholly owned subsidiaries -- locally based Comair Inc. and Atlantic Southeast Airlines -- to infuse cash into the ailing carrier."
2,Sports,AL Wrap: Damon Lifts Red Sox Nearer to Yankees, NEW YORK (Reuters) - Johnny Damon drove in the winning run  with a bloop single in the top of the ninth inning as the  Boston Red Sox rallied to edge the New York Yankees 3-2 in an  American League East showdown at Yankee Stadium on Friday.
4,Sci/Tech,AOL Opposed to Microsoft #39;s Sender ID,"AOL is the latest and largest company to back away from Microsoft #39;s Sender ID software, designed to cut spam by identifying the source of the e-mail."
2,Sports,Suzuki breaks singles record,CBC SPORTS ONLINE - Seattle Mariners outfielder Ichiro Suzuki is the new single-season singles king of Major League Baseball. Suzuki broke the 77-year-old record with his 199th single of the year.
1,World,Day of Violence Across Iraq Leaves 52 Dead,"BAGHDAD, Iraq - A suicide car bomber slammed into a line of police cars sealing off a Baghdad neighborhood Friday as American troops rounded up dozens of suspected militants, capping a day of violence across Iraq that left at least 52 dead.    Among the 63 suspects arrested were Syrians, Sudanese and Egyptians, officials said..."
2,Sports,Bonds most comfortable on the field,"Now, of course, the question jumps right off the page: Is it possible for a player to continue to excel while plying his trade directly in front of a sign that compares him with the immortals of his industry?"
1,World,Iraqi car bomb kills 10 in Kirkuk,Iraqi police say at least 10 people are killed in a suicide attack on national guard recruits in Kirkuk.
2,Sports,Rox ask Kennedy to derail Dodgers,com. Rockies lefty Joe Kennedy will make his second start against the Los Angeles Dodgers this season on Saturday at Coors Field in Game 2 of a three-game set.
2,Sports,Captain picks effort apart,"Europe 6 1/2, US 1 1/2.  quot;Well, we made some history today, quot; said Hal Sutton, the man who presided over the worst first day ever experienced by an American Ryder Cup team."
1,World,Indonesian Police Have 10 Suspects in Embassy Bombing Case,"Indonesian police are investigating 10 suspects of possible involvement in last week #39;s bomb attack outside the Australian embassy in the capital Jakarta, National Police chief Da #39;i Bachtiar said."
2,Sports,"Windies win toss, field v S. Africa - Champions Trophy"," PREVIEW-Cricket-South Africa, West Indies seek semi-final spot September 17, 2004 02:00:15 LONDON, Sept 18 (Reuters) - South Africa and West Indies came into the ICC Champions Trophy as the least fancied of the established sides but one will progress "
1,World,I was abysmal: Keane (AFP),AFP - Manchester United skipper Roy Keane has described his performance in the 2-2 Champions League draw with Lyon in midweek as 'abysmal'.
3,Business,"Fed, Corporate Forecasts to Set Tone", NEW YORK (Reuters) - U.S. stocks should stay firm next week  if the Federal Reserve says the economy is recovering and if  corporations entering the heart of the so-called confession  season go slow on profit warnings.
4,Sci/Tech,Improved power management planned for Opteron,"Company says laptop-like technology will be useful in server systems, where it can help companies save on electricity and cooling costs in data centers."
1,World,Canada #39;s voice lost amid UN gnashing,"If you want to know what happens when a country cedes its foreign policy to the United Nations, as Canada has done, all you have to do is look at Sudan."
2,Sports,"Definitely Florida: Vols remember home losses, ready for revenge",Ask Kevin Simon which is the worst home loss he has seen since arriving at the University of Tennessee and the answer is very clear.
1,World,Iraq blast death toll rises to 18,"At least 18 people were killed in a suicide bombing on Saturday, capping a week of horrific violence in Iraq as al-Qaeda-linked militants threatened to kill two American and a British hostage in 48 hours."
2,Sports,San Francisco Giants Team Report - September 18,"(Sports Network) - With his 700th career homer now behind him, Barry Bonds can focus on the task of trying to get his Giants into the playoffs."
1,World,Pakistanis Freed from Guantanamo Land in Home Jail (Reuters),"Reuters - Thirty-five Pakistanis freed\from the U.S. Guantanamo Bay prison camp arrived home on\Saturday and were taken straight to prison for further\interrogation, the interior minister said."
2,Sports,Women #39;s Golf: Jackson Leads Safeway Classic,"Ladies Professional Golf Association tour rookie Brandi Jackson of the United States has the lead heading into Saturday #39;s second round of the 54-hole Safeway Classic in Portland, Oregon."
1,World,"Ready or Not (and Maybe Not), Electronic Voting Goes National",Voters will be asked to cast their ballots on machines whose accuracy and security against fraud have yet to be tested on such a grand scale.
2,Sports,LEVERKUSEN LEAVE IT LATE,Two goals in five minutes rescued a point for Bayer Leverkusen as they staged a late fightback against Nurnburg. Sven Muller opened the scoring for the visitors and a Diego Placente own goal midway through 
2,Sports,I #39;ll Give Them This One,"To battle your way down the interminable ramps leading to the exits at Yankee Stadium after Friday night #39;s game, you would have thought the days of a last-place finish in a 10-team league from 1966 were back to haunt us."
1,World,Bomb rocks Baghdad,"A suicide car bomber has killed at least eight people in an attack on a police checkpoint in Baghdad, after a night of US air strikes around the rebel-held city of Falluja that killed scores."
4,Sci/Tech,Network Security Microsoft Image Flaw Opens Door to Hackers,Microsoft is offering a patch for a critical security flaw related to the processing of JPEG images by its operating systems and other applications.
1,World,Blair Was Warned of Post-War Iraq Chaos -- Paper," LONDON (Reuters) - Britain's foreign secretary and senior  officials warned Prime Minister Tony Blair a year before  invading Iraq that chaos could follow the toppling of Saddam  Hussein, a newspaper said Saturday."
2,Sports,Real Madrid Shocked By Espanyol,Its official; Real Madrid is in a crisis after slumping to a 1-0 defeat away to Espanyol. The loss is Madrids second of the week as they were humiliated on Wednesday by Bayer Leverkusen in Champions League play.
2,Sports,"Pouring It On, Yanks Cool Off Sox","With the offense rumbling and Jon Lieber in command, the Yankees walloped Boston at misty, wind-whipped Yankee Stadium."
1,World,UN Calls on Iran to Freeze Nuke Enrichment Plans (Reuters),"Reuters - The U.N. nuclear watchdog called on Iran\on Saturday to immediately halt activities related to uranium\enrichment, a process that can be used to make atomic weapons."
4,Sci/Tech,Amazon offers discount to A9 search users,"Amazon Inc., a popular online retailer, extended its reach on the Internet by introducing its search engine on Tuesday. The search engine was launched earlier this week and is the first project from Amazon #39;s "
1,World,U.N. Demands Iran Halt Uranium Enrichment,"VIENNA, Austria - For the first time, 35 nations in the U.N. atomic watchdog agency demanded Saturday that Iran freeze all work on uranium enrichment - a technology that can be used for nuclear arms - and said they would judge Tehran's compliance in two months..."
