ORDERNUMBER	SALES	MONTH_ID	YEAR_ID	PRODUCTLINE	COUNTRY
10280	3668.6	8	2004	Vintage Cars	Italy
10288	5875.2	9	2004	Vintage Cars	Singapore
10302	7310	10	2003	Vintage Cars	UK
10312	8078.4	10	2004	Vintage Cars	USA
10331	3257.76	11	2004	Vintage Cars	USA
10344	7650	11	2004	Vintage Cars	France
10367	4703.81	1	2005	Vintage Cars	USA
10379	5399.55	2	2005	Vintage Cars	Spain
10407	14082.8	4	2005	Vintage Cars	USA
10420	5283.6	5	2005	Vintage Cars	Australia
10108	3130.82	3	2003	Classic Cars	Philippines
10122	3112.34	5	2003	Classic Cars	France
10135	3806.88	7	2003	Classic Cars	USA
10147	2142.14	9	2003	Classic Cars	USA
10160	3364.9	10	2003	Classic Cars	USA
10170	1262.8	11	2003	Classic Cars	Austria
10181	1626.24	11	2003	Classic Cars	Norway
10192	4088.7	11	2003	Classic Cars	USA
10203	3846.15	12	2003	Classic Cars	Spain
10212	1339.8	1	2004	Classic Cars	Spain
10225	3039.96	2	2004	Classic Cars	Switzerland
10239	3400.32	4	2004	Classic Cars	Finland
10253	1930.39	6	2004	Classic Cars	UK
10266	2464.77	7	2004	Classic Cars	Italy
10278	2634.94	8	2004	Classic Cars	USA
10287	3625.16	8	2004	Classic Cars	Switzerland
10300	3788.4	10	2003	Classic Cars	Germany
10310	1832.6	10	2004	Classic Cars	Germany
10321	2905.98	11	2004	Classic Cars	USA
10329	2954.81	11	2004	Classic Cars	USA
10342	3599.75	11	2004	Classic Cars	Australia
10363	3686.54	1	2005	Classic Cars	Finland
10377	2100.56	2	2005	Classic Cars	Finland
10389	3881.78	3	2005	Classic Cars	Sweden
10405	4509.12	4	2005	Classic Cars	France
10419	3273.27	5	2005	Classic Cars	Austria
10109	4432.7	3	2003	Classic Cars	USA
10122	4100.99	5	2003	Classic Cars	France
10136	5274.72	7	2003	Classic Cars	France
10148	4232	9	2003	Classic Cars	Australia
10161	6145.44	10	2003	Classic Cars	Denmark
10171	4680.2	11	2003	Classic Cars	Canada
10181	3286.08	11	2003	Classic Cars	Norway
10192	7421.3	11	2003	Classic Cars	USA
10204	6432.64	12	2003	Classic Cars	USA
10212	4840.87	1	2004	Classic Cars	Spain
10226	3892.08	2	2004	Classic Cars	USA
10240	5526.32	4	2004	Classic Cars	Japan
10253	4459.62	6	2004	Classic Cars	UK
10266	6203.4	7	2004	Classic Cars	Italy
10278	3754.05	8	2004	Classic Cars	USA
10287	3516.48	8	2004	Classic Cars	Switzerland
10301	7488.04	10	2003	Classic Cars	Norway
10310	3448.08	10	2004	Classic Cars	Germany
10321	3734	11	2004	Classic Cars	USA
10331	974.1	11	2004	Classic Cars	USA
10342	3160.74	11	2004	Classic Cars	Australia
10356	1746.63	12	2004	Classic Cars	France
10366	4207.84	1	2005	Classic Cars	Belgium
10377	4352.76	2	2005	Classic Cars	Finland
10390	1463.7	3	2005	Classic Cars	USA
10406	7169.28	4	2005	Classic Cars	Denmark
10419	4594.76	5	2005	Classic Cars	Austria
10104	3457.92	1	2003	Classic Cars	Spain
10115	7381.16	4	2003	Classic Cars	USA
10127	7146.9	6	2003	Classic Cars	USA
10141	5938.53	8	2003	Classic Cars	Finland
10151	7110.91	9	2003	Classic Cars	Finland
10165	5032.95	10	2003	Classic Cars	Singapore
10176	3667.6	11	2003	Classic Cars	Italy
10184	7381.16	11	2003	Classic Cars	Spain
10195	5128.11	11	2003	Classic Cars	USA
10207	7060.24	12	2003	Classic Cars	USA
10219	8448.64	2	2004	Classic Cars	USA
10230	7300.51	3	2004	Classic Cars	Germany
10246	6549.2	5	2004	Classic Cars	Spain
10259	5697.9	6	2004	Classic Cars	Singapore
10271	9169	7	2004	Classic Cars	USA
10282	3238.63	8	2004	Classic Cars	USA
10292	4554.94	9	2004	Classic Cars	USA
10305	3934.44	10	2004	Classic Cars	USA
10314	5776.26	10	2004	Classic Cars	Denmark
10324	7207.45	11	2004	Classic Cars	USA
10336	7460.74	11	2004	Classic Cars	France
10349	6719.54	12	2004	Classic Cars	USA
10358	2428	12	2004	Classic Cars	Spain
10371	2602.25	1	2005	Classic Cars	USA
10382	2200	2	2005	Classic Cars	USA
10412	6712.93	5	2005	Classic Cars	Spain
10425	5318.04	5	2005	Classic Cars	France
10100	3390	1	2003	Vintage Cars	USA
10110	1608	3	2003	Vintage Cars	UK
10124	2262.96	5	2003	Vintage Cars	USA
10149	1496.64	9	2003	Vintage Cars	USA
10162	1879.74	10	2003	Vintage Cars	USA
10173	1495.26	11	2003	Vintage Cars	Italy
10182	2323.7	11	2003	Vintage Cars	USA
10193	2491.86	11	2003	Vintage Cars	Australia
10204	1643.12	12	2003	Vintage Cars	USA
10214	1322.16	1	2004	Vintage Cars	Spain
10227	1423.8	3	2004	Vintage Cars	France
10241	2397.45	4	2004	Vintage Cars	France
10280	1574	8	2004	Vintage Cars	Italy
10288	1729	9	2004	Vintage Cars	Singapore
10303	2255.84	10	2004	Vintage Cars	Spain
10312	1834.5	10	2004	Vintage Cars	USA
10332	3201.5	11	2004	Vintage Cars	UK
10344	2276.4	11	2004	Vintage Cars	France
10367	8884.8	1	2005	Vintage Cars	USA
10379	1331.1	2	2005	Vintage Cars	Spain
10407	3051.3	4	2005	Vintage Cars	USA
10420	2288.52	5	2005	Vintage Cars	Australia
10104	3772.61	1	2003	Trucks and Buses	Spain
10114	4164.42	4	2003	Trucks and Buses	France
10127	6295.95	6	2003	Trucks and Buses	USA
10141	6287.66	8	2003	Trucks and Buses	Finland
10151	5412.54	9	2003	Trucks and Buses	Finland
10165	5984.14	10	2003	Trucks and Buses	Singapore
10175	5891.04	11	2003	Trucks and Buses	UK
10184	5984.14	11	2003	Trucks and Buses	Spain
10195	3608.15	11	2003	Trucks and Buses	USA
10207	5752.54	12	2003	Trucks and Buses	USA
10229	3765.32	3	2004	Trucks and Buses	USA
10246	2159.96	5	2004	Trucks and Buses	Spain
10259	3379.94	6	2004	Trucks and Buses	Singapore
10271	5093.5	7	2004	Trucks and Buses	USA
10281	5773.44	8	2004	Trucks and Buses	USA
10292	4528.86	9	2004	Trucks and Buses	USA
10305	4816.08	10	2004	Trucks and Buses	USA
10313	3416.78	10	2004	Trucks and Buses	Canada
10324	1236.84	11	2004	Trucks and Buses	USA
10334	5814.86	11	2004	Trucks and Buses	Sweden
10349	5223.48	12	2004	Trucks and Buses	USA
10358	728.4	12	2004	Trucks and Buses	Spain
10370	3949	1	2005	Trucks and Buses	Australia
10383	3843.99	2	2005	Trucks and Buses	Spain
10412	5498.08	5	2005	Trucks and Buses	Spain
10425	3777.58	5	2005	Trucks and Buses	France
10101	3782	1	2003	Vintage Cars	Germany
10110	3859.68	3	2003	Vintage Cars	UK
10124	4431.84	5	2003	Vintage Cars	USA
10149	4950.33	9	2003	Vintage Cars	USA
10162	4299.7	10	2003	Vintage Cars	USA
10173	4492.83	11	2003	Vintage Cars	Italy
10182	2212	11	2003	Vintage Cars	USA
10193	4642.88	11	2003	Vintage Cars	Australia
10204	3206.32	12	2003	Vintage Cars	USA
10214	3604.23	1	2004	Vintage Cars	Spain
10227	7017.76	3	2004	Vintage Cars	France
10243	6154.18	4	2004	Vintage Cars	USA
10280	4750.8	8	2004	Vintage Cars	Italy
10288	3822.92	9	2004	Vintage Cars	Singapore
10304	2440.8	10	2004	Vintage Cars	France
10312	4729.36	10	2004	Vintage Cars	USA
10322	12536.5	11	2004	Vintage Cars	USA
10332	2264.15	11	2004	Vintage Cars	UK
10344	3928.2	11	2004	Vintage Cars	France
10356	3630.22	12	2004	Vintage Cars	France
10367	4196.07	1	2005	Vintage Cars	USA
10380	4931.6	2	2005	Vintage Cars	Spain
10390	3068.69	3	2005	Vintage Cars	USA
10409	785.64	4	2005	Vintage Cars	Singapore
10420	4977	5	2005	Vintage Cars	Australia
10103	1189.98	1	2003	Trucks and Buses	Norway
10114	3090.15	4	2003	Trucks and Buses	France
10126	2795.86	5	2003	Trucks and Buses	Spain
10140	2851.54	7	2003	Trucks and Buses	USA
10151	2701.92	9	2003	Trucks and Buses	Finland
10165	2204.1	10	2003	Trucks and Buses	Singapore
10175	2840.48	11	2003	Trucks and Buses	UK
10184	2647.04	11	2003	Trucks and Buses	Spain
10194	3172.05	11	2003	Trucks and Buses	France
10207	2585.93	12	2003	Trucks and Buses	USA
10217	2148.3	2	2004	Trucks and Buses	Singapore
10229	1667.4	3	2004	Trucks and Buses	USA
10246	1859.7	5	2004	Trucks and Buses	Spain
10259	1476.6	6	2004	Trucks and Buses	Singapore
10271	1732	7	2004	Trucks and Buses	USA
10281	1674.17	8	2004	Trucks and Buses	USA
10291	1500.98	9	2004	Trucks and Buses	Sweden
10305	2192.68	10	2004	Trucks and Buses	USA
10313	1797.58	10	2004	Trucks and Buses	Canada
10322	2142.35	11	2004	Trucks and Buses	USA
10334	2086.92	11	2004	Trucks and Buses	Sweden
10347	6834.5	11	2004	Trucks and Buses	Australia
10357	2541.59	12	2004	Trucks and Buses	USA
10370	2130.92	1	2005	Trucks and Buses	Australia
10381	1701.7	2	2005	Trucks and Buses	USA
10391	1694	3	2005	Trucks and Buses	Australia
10412	2913.53	5	2005	Trucks and Buses	Spain
10425	935.18	5	2005	Trucks and Buses	France
10106	3073.26	2	2003	Planes	Italy
10120	2082.49	4	2003	Planes	Australia
10133	3394.23	6	2003	Planes	Spain
10145	2559.6	8	2003	Planes	USA
10168	1490.16	10	2003	Planes	USA
10210	3844	1	2004	Planes	Japan
10223	4724.91	2	2004	Planes	Australia
10235	1824.72	4	2004	Planes	Canada
10250	2668.68	5	2004	Planes	USA
10263	2843.61	6	2004	Planes	USA
10275	3163.65	7	2004	Planes	France
10284	2226.11	8	2004	Planes	Norway
10297	2069.75	9	2004	Planes	Ireland
10308	2235.33	10	2004	Planes	USA
10318	3116.43	11	2004	Planes	USA
10327	4781.7	11	2004	Planes	Denmark
10339	2810.7	11	2004	Planes	Japan
10353	3515.67	12	2004	Planes	USA
10374	2909.34	2	2005	Planes	Australia
10386	1570.17	3	2005	Planes	Spain
10398	2613.92	3	2005	Planes	France
10401	3193.26	4	2005	Planes	USA
10416	1482.6	5	2005	Planes	Italy
10107	2055.23	2	2003	Motorcycles	USA
10120	2674.9	4	2003	Motorcycles	Australia
10134	1853.4	7	2003	Motorcycles	France
10145	1490.1	8	2003	Motorcycles	USA
10159	2162.16	10	2003	Motorcycles	USA
10168	2814.28	10	2003	Motorcycles	USA
10180	1605	11	2003	Motorcycles	France
10188	2093.44	11	2003	Motorcycles	Norway
10201	1944.3	12	2003	Motorcycles	USA
10210	1986.8	1	2004	Motorcycles	Japan
10223	1695.96	2	2004	Motorcycles	Australia
10236	1281.56	4	2004	Motorcycles	USA
10251	1774.22	5	2004	Motorcycles	USA
10263	1997.5	6	2004	Motorcycles	USA
10275	2353.2	7	2004	Motorcycles	France
10285	981.2	8	2004	Motorcycles	USA
10298	1550.72	9	2004	Motorcycles	France
10308	1771.06	10	2004	Motorcycles	USA
10318	2213.4	11	2004	Motorcycles	USA
10329	5266.04	11	2004	Motorcycles	USA
10339	1864.8	11	2004	Motorcycles	Japan
10362	1142.41	1	2005	Motorcycles	USA
10374	1172.6	2	2005	Motorcycles	Australia
10389	6981	3	2005	Motorcycles	Sweden
10402	3064.6	4	2005	Motorcycles	France
10417	2202.48	5	2005	Motorcycles	Spain
10101	3773.38	1	2003	Vintage Cars	Germany
10110	5074.39	3	2003	Vintage Cars	UK
10125	6483.46	5	2003	Vintage Cars	Australia
10139	7956.46	7	2003	Vintage Cars	Australia
10149	4230.62	9	2003	Vintage Cars	USA
10162	7209.12	10	2003	Vintage Cars	USA
10173	3452.68	11	2003	Vintage Cars	Italy
10182	3047.73	11	2003	Vintage Cars	USA
10193	3675.32	11	2003	Vintage Cars	Australia
10205	7492.4	12	2003	Vintage Cars	Spain
10214	9534.5	1	2004	Vintage Cars	Spain
10227	5579.02	3	2004	Vintage Cars	France
10244	5950.34	4	2004	Vintage Cars	Spain
10255	3726	6	2004	Vintage Cars	France
10280	4455	8	2004	Vintage Cars	Italy
10289	8272.34	9	2004	Vintage Cars	Norway
10304	3577.6	10	2004	Vintage Cars	France
10312	3881.25	10	2004	Vintage Cars	USA
10322	5797.44	11	2004	Vintage Cars	USA
10332	1264.08	11	2004	Vintage Cars	UK
10347	4815.3	11	2004	Vintage Cars	Australia
10356	4462.2	12	2004	Vintage Cars	France
10367	3033.28	1	2005	Vintage Cars	USA
10380	990.78	2	2005	Vintage Cars	Spain
10390	2030.86	3	2005	Vintage Cars	USA
10421	5433.75	5	2005	Vintage Cars	USA
10109	3157.44	3	2003	Classic Cars	USA
10123	5161.2	5	2003	Classic Cars	France
10137	4346.76	7	2003	Classic Cars	France
10148	3528.36	9	2003	Classic Cars	Australia
10161	3187.8	10	2003	Classic Cars	Denmark
10172	6023.16	11	2003	Classic Cars	USA
10181	3884.76	11	2003	Classic Cars	Norway
10192	4965.84	11	2003	Classic Cars	USA
10204	4169.88	12	2003	Classic Cars	USA
10212	4910.4	1	2004	Classic Cars	Spain
10226	3231.36	2	2004	Classic Cars	USA
10241	6853.44	4	2004	Classic Cars	France
10253	5177.04	6	2004	Classic Cars	UK
10266	2824.8	7	2004	Classic Cars	Italy
10278	4324.32	8	2004	Classic Cars	USA
10287	5052.96	8	2004	Classic Cars	Switzerland
10301	3223.44	10	2003	Classic Cars	Norway
10311	5278.68	10	2004	Classic Cars	Spain
10321	2851.2	11	2004	Classic Cars	USA
10331	1687.4	11	2004	Classic Cars	USA
10343	1308	11	2004	Classic Cars	France
10366	6144.6	1	2005	Classic Cars	Belgium
10379	5127.2	2	2005	Classic Cars	Spain
10407	6386.16	4	2005	Classic Cars	USA
10419	7695.6	5	2005	Classic Cars	Austria
10103	2242.89	1	2003	Vintage Cars	Norway
10112	2539.89	3	2003	Vintage Cars	Sweden
10126	2795.27	5	2003	Vintage Cars	Spain
10139	5545.76	7	2003	Vintage Cars	Australia
10150	4285.46	9	2003	Vintage Cars	Singapore
10163	3329.09	10	2003	Vintage Cars	USA
10174	5592.22	11	2003	Vintage Cars	Australia
10183	3298.55	11	2003	Vintage Cars	USA
10193	2609.88	11	2003	Vintage Cars	Australia
10206	3336.29	12	2003	Vintage Cars	Canada
10215	5510.05	1	2004	Vintage Cars	USA
10228	2504.4	3	2004	Vintage Cars	USA
10244	3525.6	4	2004	Vintage Cars	Spain
10257	4407	6	2004	Vintage Cars	USA
10270	2983.44	7	2004	Vintage Cars	Australia
10280	5126.24	8	2004	Vintage Cars	Italy
10291	5713.79	9	2004	Vintage Cars	Sweden
10304	4613.8	10	2004	Vintage Cars	France
10312	3711.1	10	2004	Vintage Cars	USA
10322	3524.73	11	2004	Vintage Cars	USA
10333	2795.27	11	2004	Vintage Cars	USA
10347	4814.4	11	2004	Vintage Cars	Australia
10357	3572.33	12	2004	Vintage Cars	USA
10369	4581.36	1	2005	Vintage Cars	USA
10381	4319.76	2	2005	Vintage Cars	USA
10391	1448	3	2005	Vintage Cars	Australia
10423	881.4	5	2005	Vintage Cars	Belgium
10103	2011.1	1	2003	Vintage Cars	Norway
10111	1801.24	3	2003	Vintage Cars	USA
10126	3390.2	5	2003	Vintage Cars	Spain
10139	1424	7	2003	Vintage Cars	Australia
10150	1499.1	9	2003	Vintage Cars	Singapore
10163	3358.08	10	2003	Vintage Cars	USA
10173	1504.16	11	2003	Vintage Cars	Italy
10183	2655.12	11	2003	Vintage Cars	USA
10193	1244.16	11	2003	Vintage Cars	Australia
10206	1888.88	12	2003	Vintage Cars	Canada
10215	1820.01	1	2004	Vintage Cars	USA
10228	2866.95	3	2004	Vintage Cars	USA
10244	1394.16	4	2004	Vintage Cars	Spain
10257	2632.28	6	2004	Vintage Cars	USA
10269	2018.56	7	2004	Vintage Cars	Austria
10280	2954.53	8	2004	Vintage Cars	Italy
10291	1871.83	9	2004	Vintage Cars	Sweden
10304	1559.04	10	2004	Vintage Cars	France
10312	1880.2	10	2004	Vintage Cars	USA
10322	1224.67	11	2004	Vintage Cars	USA
10332	2979.08	11	2004	Vintage Cars	UK
10347	2208.64	11	2004	Vintage Cars	Australia
10357	3458.42	12	2004	Vintage Cars	USA
10369	1237.88	1	2005	Vintage Cars	USA
10381	2723.2	2	2005	Vintage Cars	USA
10392	2218.52	3	2005	Vintage Cars	Austria
10423	1665.32	5	2005	Vintage Cars	Belgium
10106	3421.04	2	2003	Ships	Italy
10119	1878.66	4	2003	Ships	Austria
10130	3853.6	6	2003	Ships	USA
10143	3442.64	8	2003	Ships	USA
10155	3482.16	10	2003	Ships	Finland
10167	3363.52	10	2003	Ships	Sweden
10178	3350.52	11	2003	Ships	France
10186	2862.72	11	2003	Ships	UK
10197	4036.04	11	2003	Ships	Spain
10209	2817.92	1	2004	Ships	USA
10222	4636.38	2	2004	Ships	USA
10248	1553.58	5	2004	Ships	USA
10262	2697.6	6	2004	Ships	Spain
10273	3334.04	7	2004	Ships	Belgium
10283	2059.26	8	2004	Ships	Canada
10296	2023.14	9	2004	Ships	Germany
10307	2586.64	10	2004	Ships	USA
10316	1987.02	11	2004	Ships	UK
10327	1146.5	11	2004	Ships	Denmark
10338	2312.24	11	2004	Ships	Belgium
10350	2793.71	12	2004	Ships	Spain
10373	1908.28	1	2005	Ships	Finland
10386	3441.37	3	2005	Ships	Spain
10398	2023.28	3	2005	Ships	France
10400	2245.2	4	2005	Ships	USA
10414	3255.12	5	2005	Ships	USA
10103	2539.5	1	2003	Vintage Cars	Norway
10111	4818.15	3	2003	Vintage Cars	USA
10126	2921.7	5	2003	Vintage Cars	Spain
10139	1801.2	7	2003	Vintage Cars	Australia
10150	2804.36	9	2003	Vintage Cars	Singapore
10163	4900.8	10	2003	Vintage Cars	USA
10173	2759.31	11	2003	Vintage Cars	Italy
10183	2488.2	11	2003	Vintage Cars	USA
10193	2769.89	11	2003	Vintage Cars	Australia
10206	3581.4	12	2003	Vintage Cars	Canada
10215	5285.14	1	2004	Vintage Cars	USA
10228	3181.53	3	2004	Vintage Cars	USA
10244	3340.51	4	2004	Vintage Cars	Spain
10257	3138.34	6	2004	Vintage Cars	USA
10270	4775.08	7	2004	Vintage Cars	Australia
10280	3006.43	8	2004	Vintage Cars	Italy
10291	2866.26	9	2004	Vintage Cars	Sweden
10304	2232.62	10	2004	Vintage Cars	France
10312	4457.02	10	2004	Vintage Cars	USA
10322	2257.92	11	2004	Vintage Cars	USA
10332	1592	11	2004	Vintage Cars	UK
10347	4948.2	11	2004	Vintage Cars	Australia
10357	5160.76	12	2004	Vintage Cars	USA
10369	1978.62	1	2005	Vintage Cars	USA
10381	4288.2	2	2005	Vintage Cars	USA
10392	2520.68	3	2005	Vintage Cars	Austria
10423	1781.22	5	2005	Vintage Cars	Belgium
10105	3065.04	2	2003	Vintage Cars	Denmark
10117	3551.34	4	2003	Vintage Cars	Singapore
10128	5544.02	6	2003	Vintage Cars	Spain
10142	6034.33	8	2003	Vintage Cars	USA
10153	3641.57	9	2003	Vintage Cars	Spain
10166	6930.74	10	2003	Vintage Cars	USA
10177	3675.63	11	2003	Vintage Cars	Spain
10185	3442.04	11	2003	Vintage Cars	USA
10196	6893.81	11	2003	Vintage Cars	USA
10208	2622.48	1	2004	Vintage Cars	France
10221	4417.38	2	2004	Vintage Cars	Belgium
10232	3606.02	3	2004	Vintage Cars	UK
10248	3802.56	5	2004	Vintage Cars	USA
10273	5026.4	7	2004	Vintage Cars	Belgium
10282	6695.53	8	2004	Vintage Cars	USA
10293	2819.28	9	2004	Vintage Cars	Italy
10306	3759.04	10	2004	Vintage Cars	UK
10314	2731.8	10	2004	Vintage Cars	Denmark
10325	1658.88	11	2004	Vintage Cars	Norway
10336	5778.24	11	2004	Vintage Cars	France
10350	5191.12	12	2004	Vintage Cars	Spain
10372	3862.88	1	2005	Vintage Cars	Japan
10383	1476.48	2	2005	Vintage Cars	Spain
10396	5273.73	3	2005	Vintage Cars	USA
10414	4872.03	5	2005	Vintage Cars	USA
10104	4556.99	1	2003	Classic Cars	Spain
10109	8257	3	2003	Classic Cars	USA
10114	8209.44	4	2003	Classic Cars	France
10122	3598.5	5	2003	Classic Cars	France
10127	3837.24	6	2003	Classic Cars	USA
10136	8331.61	7	2003	Classic Cars	France
10141	4836.5	8	2003	Classic Cars	Finland
10148	5418.88	9	2003	Classic Cars	Australia
10151	3734.01	9	2003	Classic Cars	Finland
10160	3996.4	10	2003	Classic Cars	USA
10165	8754.69	10	2003	Classic Cars	Singapore
10171	5481.45	11	2003	Classic Cars	Canada
10175	4419.89	11	2003	Classic Cars	UK
10181	6324.75	11	2003	Classic Cars	Norway
10184	4409.72	11	2003	Classic Cars	Spain
10192	3918.46	11	2003	Classic Cars	USA
10195	7620.5	11	2003	Classic Cars	USA
10203	8291.04	12	2003	Classic Cars	Spain
10207	3937.25	12	2003	Classic Cars	USA
10212	5554.4	1	2004	Classic Cars	Spain
10225	6407.86	2	2004	Classic Cars	Switzerland
10229	4172.52	3	2004	Classic Cars	USA
10239	7083.37	4	2004	Classic Cars	Finland
10246	7132.68	5	2004	Classic Cars	Spain
10253	6773.6	6	2004	Classic Cars	UK
10259	3657.69	6	2004	Classic Cars	Singapore
10266	4812.55	7	2004	Classic Cars	Italy
10271	3928.6	7	2004	Classic Cars	USA
10278	6401.22	8	2004	Classic Cars	USA
10281	4191.25	8	2004	Classic Cars	USA
10287	5852.52	8	2004	Classic Cars	Switzerland
10292	2844.87	9	2004	Classic Cars	USA
10301	4011.66	10	2003	Classic Cars	Norway
10305	7455.87	10	2004	Classic Cars	USA
10310	8940.96	10	2004	Classic Cars	Germany
10313	4572.25	10	2004	Classic Cars	Canada
10321	5700.09	11	2004	Classic Cars	USA
10324	3155.49	11	2004	Classic Cars	USA
10331	4170.69	11	2004	Classic Cars	USA
10334	2878.8	11	2004	Classic Cars	Sweden
10342	5029.5	11	2004	Classic Cars	Australia
10349	7396.8	12	2004	Classic Cars	USA
10358	2991.68	12	2004	Classic Cars	Spain
10366	6275.72	1	2005	Classic Cars	Belgium
10370	1534.95	1	2005	Classic Cars	Australia
10377	7264.53	2	2005	Classic Cars	Finland
10383	6869.05	2	2005	Classic Cars	Spain
10394	3353.02	3	2005	Classic Cars	Spain
10405	8289.05	4	2005	Classic Cars	France
10412	11887.8	5	2005	Classic Cars	Spain
10419	5926.9	5	2005	Classic Cars	Austria
10425	3793.16	5	2005	Classic Cars	France
10105	4330.1	2	2003	Trains	Denmark
10117	2011.8	4	2003	Trains	Singapore
10128	4837.18	6	2003	Trains	Spain
10142	2151.82	8	2003	Trains	USA
10153	2573.46	9	2003	Trains	Spain
10165	5344.5	10	2003	Trains	Singapore
10177	3070.52	11	2003	Trains	Spain
10185	3952.83	11	2003	Trains	USA
10196	3564.75	11	2003	Trains	USA
10208	5614.56	1	2004	Trains	France
10221	1855.41	2	2004	Trains	Belgium
10232	4598.4	3	2004	Trains	UK
10248	5082.42	5	2004	Trains	USA
10273	5450.59	7	2004	Trains	Belgium
10282	4174.92	8	2004	Trains	USA
10293	2418.24	9	2004	Trains	Italy
10306	3670.4	10	2004	Trains	UK
10314	2481.7	10	2004	Trains	Denmark
10326	3807.68	11	2004	Trains	Sweden
10336	2230.41	11	2004	Trains	France
10350	3814.64	12	2004	Trains	Spain
10372	2117.75	1	2005	Trains	Japan
10383	3340.48	2	2005	Trains	Spain
10396	2154	3	2005	Trains	USA
10414	5808.48	5	2005	Trains	USA
10108	1777.1	3	2003	Classic Cars	Philippines
10122	1536.57	5	2003	Classic Cars	France
10135	3510	7	2003	Classic Cars	USA
10147	3097.44	9	2003	Classic Cars	USA
10159	1705.41	10	2003	Classic Cars	USA
10169	2264.32	11	2003	Classic Cars	Australia
10181	2484.6	11	2003	Classic Cars	Norway
10191	3415.68	11	2003	Classic Cars	Germany
10203	2839.32	12	2003	Classic Cars	Spain
10211	2730	1	2004	Classic Cars	France
10225	3540.53	2	2004	Classic Cars	Switzerland
10238	2999.97	4	2004	Classic Cars	Denmark
10252	1527.8	5	2004	Classic Cars	France
10265	3907.8	7	2004	Classic Cars	Australia
10276	2658.48	8	2004	Classic Cars	USA
10287	3042.68	8	2004	Classic Cars	Switzerland
10300	3861.2	10	2003	Classic Cars	Germany
10310	2171.07	10	2004	Classic Cars	Germany
10319	3403.08	11	2004	Classic Cars	USA
10329	2245.8	11	2004	Classic Cars	USA
10342	1668.5	11	2004	Classic Cars	Australia
10363	2773.8	1	2005	Classic Cars	Finland
10378	2464	2	2005	Classic Cars	Spain
10390	5491.6	3	2005	Classic Cars	USA
10103	4791.82	1	2003	Vintage Cars	Norway
10111	4178.85	3	2003	Vintage Cars	USA
10126	3128.92	5	2003	Vintage Cars	Spain
10139	3095.4	7	2003	Vintage Cars	Australia
10149	3958.5	9	2003	Vintage Cars	USA
10163	4991.44	10	2003	Vintage Cars	USA
10173	2761.96	11	2003	Vintage Cars	Italy
10182	2848.23	11	2003	Vintage Cars	USA
10193	2539.84	11	2003	Vintage Cars	Australia
10206	2444.4	12	2003	Vintage Cars	Canada
10215	4555.92	1	2004	Vintage Cars	USA
10227	3666.96	3	2004	Vintage Cars	France
10244	3035.88	4	2004	Vintage Cars	Spain
10257	2321.54	6	2004	Vintage Cars	USA
10280	3474.46	8	2004	Vintage Cars	Italy
10290	2501.98	9	2004	Vintage Cars	USA
10304	3958.46	10	2004	Vintage Cars	France
10312	3535.95	10	2004	Vintage Cars	USA
10323	3011.91	11	2004	Vintage Cars	Germany
10333	11336.7	11	2004	Vintage Cars	USA
10347	2656.94	11	2004	Vintage Cars	Australia
10357	2604.25	12	2004	Vintage Cars	USA
10369	3288.6	1	2005	Vintage Cars	USA
10382	8935.5	2	2005	Vintage Cars	USA
10392	4035.96	3	2005	Vintage Cars	Austria
10423	1875.09	5	2005	Vintage Cars	Belgium
10108	4049.56	3	2003	Classic Cars	Philippines
10122	2469.39	5	2003	Classic Cars	France
10135	5432.7	7	2003	Classic Cars	USA
10147	4405.22	9	2003	Classic Cars	USA
10159	3638	10	2003	Classic Cars	USA
10169	4444.92	11	2003	Classic Cars	Australia
10181	3395.48	11	2003	Classic Cars	Norway
10191	3414.58	11	2003	Classic Cars	Germany
10203	5127.04	12	2003	Classic Cars	Spain
10211	3745.28	1	2004	Classic Cars	France
10225	4564.08	2	2004	Classic Cars	Switzerland
10238	6554.24	4	2004	Classic Cars	Denmark
10252	6749.83	5	2004	Classic Cars	France
10265	8427.02	7	2004	Classic Cars	Australia
10276	3924.6	8	2004	Classic Cars	USA
10287	6761.6	8	2004	Classic Cars	Switzerland
10300	3786.49	10	2003	Classic Cars	Germany
10310	6266.12	10	2004	Classic Cars	Germany
10320	3491	11	2004	Classic Cars	Sweden
10330	4405.22	11	2004	Classic Cars	Philippines
10342	6548.3	11	2004	Classic Cars	Australia
10355	3177.91	12	2004	Classic Cars	Spain
10363	4142.64	1	2005	Classic Cars	Finland
10378	4149.07	2	2005	Classic Cars	Spain
10390	7397	3	2005	Classic Cars	USA
10109	6241.6	3	2003	Classic Cars	USA
10123	5331.88	5	2003	Classic Cars	France
10137	5124.3	7	2003	Classic Cars	France
10148	3639.44	9	2003	Classic Cars	Australia
10161	5544	10	2003	Classic Cars	Denmark
10172	5493.12	11	2003	Classic Cars	USA
10181	5785.26	11	2003	Classic Cars	Norway
10192	5340.6	11	2003	Classic Cars	USA
10204	5735.8	12	2003	Classic Cars	USA
10212	6357.6	1	2004	Classic Cars	Spain
10226	7343.9	2	2004	Classic Cars	USA
10240	5959.22	4	2004	Classic Cars	Japan
10253	4029.38	6	2004	Classic Cars	UK
10266	5035.14	7	2004	Classic Cars	Italy
10278	4116.8	8	2004	Classic Cars	USA
10287	4310.55	8	2004	Classic Cars	Switzerland
